0,1,2,3
Total Liabilities and Equity,"250,090.49","27,804.78","363,639.25"
,,,
STATEMENT OF PROFIT OR LOSS,2022-23,2023-24,2024-25
Interest Income,"22,400.61","22,547.39","20,814.26"
Interest expense,"14,988.17","14,899.06","11,711.94"
Net Interest Income,"7,412.44","7,648.33","9,102.32"
Fee and commission income,"1,347.52","1,638.32","1,877.81"
Fee and commission expense,271.93,295.24,347.31
Net Fee and commission income,"1,075.59","1,343.08","1,530.50"
"Net Interest, Fee and commission income","8,488.03","8,991.40","10,632.82"
Net trading income,182.78,353.74,468.68
Other operating income,94.19,160.34,69.11
Total operating income,"8,765.01","9,505.48","11,170.62"
Impairment charge/(reversal) for loans and other losses,771.36,282.40,(155.33)
Net operating income,"7,993.65","9,223.08","11,325.94"
Personnel expenses,"2,129.93","2,410.51","2,640.46"
Other operating expenses,736.67,817.12,"1,010.65"
Depreciation &Amortisation,309.48,332.37,326.42
Operating Profit,"4,817.57","5,663.07","7,348.42"
Non operating income,-,-,10.69
Non operating expense,1.29,-,2.15
Profit before income tax,"4,816.28","4,816.28","7,356.95"
Income Tax Expense,-,-,
Current Tax Expenses,"1,447.57","1,945.13","2,577.34"
Deferred Tax (Expenses)/Income,6.59,14.23,(60.29)
Profit for the period,"3,362.12","3,703.23","4,839.90"
