0,1,2,3
STATEMENT OF PROFIT OR LOSS,,FY 2022-23   FY 2023-24,FY 2024-25
Interest Income,"25,158.12","25,075.56","23,122.46"
Interest Expense,"15,751.16","16,440.80","12,983.18"
Net Interest Income,"9,406.95","8,634.77","10,139.29"
Fees and commission income,"1,019.38","1,341.03","1,473.81"
Fees and commission expense,188.31,233.30,295.74
Net fee and commission income,831.07,"1,107.74","1,178.07"
"Net interest, fee and commission income","10,238.02","9,742.51","11,317.36"
Net trading income,78.64,113.46,202.18
Other operating income,309.23,471.25,475.77
Total operating income,"10,625.89","10,327.22","11,995.32"
Impairment charge/(reversal) for loans and other losses,"1,113.35","4,755.26","2,254.37"
Net operating income,"9,512.54","5,571.96","9,740.95"
