0,1,2,3
1. Nepal Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"6,528.39","6,391.60","8,656.50"
Due from Nepal Rastra Bank,"6,803.87","6,841.25","19,748.87"
Placement with Bank and Financial Institutions,"4,319.42",491.03,582.51
Derivative financial instruments,"8,516.61",491.91,8.59
Other trading assets,101.20,105.28,115.04
Loans and advances to BFIs,"6,538.59","6,159.62","5,499.66"
Loans and advances to customers,"135,420.47","171,480.50","178,556.57"
Investment securities,"30,009.31","42,786.91","56,946.18"
Current tax assets,"1,642.24","1,950.39","1,202.97"
Investment in subsidiaries,-,-,-
Investment in associates,-,-,"2,736.95"
Investment property,111.03,108.55,198.11
Property and equipment,"12,240.08","13,243.16","13,363.62"
Goodwill and Intangible assets,45.84,35.44,31.84
Deferred tax assets,-,-,-
Other assets,"10,368.43","9,992.24","9,088.17"
Total Assets,"222,645.48","260,077.88","296,735.60"
,,,
Liabilities,"189,430.33","224,614.26","260,212.93"
Due to Bank and Financial Institutions,809.13,"1,090.68","1,275.44"
Due to Nepal Rastra Bank,"6,062.64","5,888.87",70.00
Derivative Financial Instrument,"8,474.69",508.07,8.54
Deposits from customers,"162,813.38","196,076.15","244,514.00"
Borrowings,-,"7,304.18",262.30
Current Tax Liabilities,-,-,-
Provisions,80.22,65.97,247.90
Deferred tax liabilities,"4,435.21","4,269.15","4,082.58"
Other liabilities,"3,261.14","5,917.39","6,257.81"
Debt securities issued,"3,493.92","3,493.81","3,494.35"
Subordinated Liabilities,-,-,-
,,,
Equity,"33,215.15","35,463.61","36,522.67"
Share Capital,"12,636.76","14,405.90","14,694.02"
Share premium,431.88,-,-
Retained earnings,"3,732.37","3,422.20",0.39
Reserves,"16,414.13","17,635.51","21,828.26"
,,,
Total Liabilities and Equity,"222,645.48","260,077.88","296,735.60"
,,,
