0,1,2,3
Fee and commission expense,15.35,21.91,64.46
Net Fee and commission income,935.37,1031.38,"1,226.54"
"Net Interest, Fee and commission income",6498.15,7293.44,"8,385.80"
Net trading income,321.60,390.65,448.34
Other operating income,485.55,558.80,494.67
Total operating income,7305.30,8242.89,"9,328.81"
Impairment charge/(reversal) for loans and other losses,-12.41,175.86,405.17
Net operating income,7317.71,8067.03,"8,923.64"
Personnel expenses,1423.14,1727.71,"1,949.61"
Other operating expenses,535.46,562.44,777.20
Depreciation & Amortisation,101.52,123.92,170.17
Operating Profit,5257.59,5652.96,"6,026.65"
Non operating income,16.15,11.19,17.01
Non operating expense,4.89,6.81,2.34
Profit before income tax,5268.85,5657.34,"6,041.32"
Income Tax Expense,-,-,-
Current Tax,1537.76,1682.47,"1,810.17"
Deferred Tax,28.70,-7.02,(7.71)
Profit/Loss for the period,3702.38,3981.89,"4,238.85"
