0,1,2,3
Net trading income,184.76,241.02,267.46
Other operating income,70.98,437.28,158.01
Total operating income,"4,033.59","4,480.28","5,457.09"
Impairment charge/ (reversal) for loans and other losses,405.62,313.35,759.86
Net operating income,"3,627.97","4,166.93","4,697.23"
Personnel expenses,"1,249.76","1,555.07","1,571.65"
Other operating expenses,567.40,555.09,561.39
Depreciation &amortization,137.69,136.75,296.65
Operating profit,"1,673.12","1,920.03","2,267.53"
Non-operating income,1.50,,-                 136.20
Non-operating expense,-,,-                     1.88
Profit before income tax,"1,674.62","1,920.03","2,401.86"
Income tax expense,,,-
Current tax,507.15,557.28,733.30
Deferred tax,58.99,32.13,(3.30)
Profit for the Period,"1,108.47","1,330.63","1,671.85"
