0,1,2,3
13. Prime Commercial Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"5,304.76","10,379.97","7,864.97"
Due from Nepal Rastra Bank,"7,807.98","8,716.15","10,497.99"
Placement with Bank and Financial Institutions,"1,118.73","2,260.12","4,766.88"
Derivative financial instruments,-,-,-
Other trading assets,-,-,-
Loan and advances to B/FIs,"3,014.81","4,116.32","6,097.77"
Loans and advances to customers,"72,545.40","110,435.79","135,383.78"
Investment securities,"10,142.16","13,684.28","23,426.85"
Current tax assets,112.53,136.77,288.06
Investment in subsidiaries,-,-,-
Investment in associates,51.02,60.02,46.02
Investment property,242.56,496.49,365.78
Property and equipment,743.98,"1,076.21","1,048.08"
Goodwill and Intangible assets,7.71,16.00,22.77
Deferred tax assets,74.33,11.95,34.94
Other assets,"1,089.86",792.93,693.32
TOTAL ASSETS,"102,255.83","152,182.99","190,537.22"
,,-,-
Liabilities,"88,851.83","131,656.14","166,595.71"
Due to Bank and Financial Institutions,"9,217.76","10,350.29","6,042.37"
Due to Nepal Rastra Bank,"1,269.35",121.20,"2,360.81"
Derivative financial instruments,-,-,-
Deposits from customers,"77,040.07","119,441.61","154,139.51"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"1,324.65","1,743.04","1,612.04"
Debt securities issued,-,-,"2,440.97"
Subordinated Liabilities,-,-,-
Equity,"13,403.99","20,526.85","23,941.51"
Share capital,"9,318.63","13,985.25","16,083.04"
Share premium,-,0.64,-
Retained earnings,"1,575.65","1,888.97","2,719.16"
Reserves,"2,509.72","4,651.99","5,139.31"
