0,1,2,3
Goodwill and Intangible assets,2.59,23.84,20.43
Deferred tax assets,34.64,22.31,6.39
Other assets,260.65,605.25,"2,562.48"
TOTAL ASSETS,"57,008.22","61,377.14","78,124.56"
Due to Bank and Financial Instituions,515.75,-,-
Due to Nepal Rastra Bank,"1,078.28",333.99,745.79
Derivative financial instruments,-,-,-
Deposits from customers,"43,860.31","48,052.95","59,827.53"
Borrowing,-,-,329.10
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,753.26,"1,252.65","2,780.66"
Debt securities issued,-,-,"1,992.98"
Subordinated Liabilities,-,-,-
Equity,,,
Share capital,"7,219.06","8,088.30","8,088.30"
Share premium,-,-,-
Retained earnings,"1,414.87",941.46,"1,039.76"
Reserves,"2,166.69","2,707.79","3,320.44"
TOTAL EQUITY AND LIABILITIES,"57,008.22","61,377.14","78,124.56"
Interest Income,3671.25,5427.43,6938.71
Interest Expenses,2129.55,3456.81,4024.37
Net Interest Income,1541.70,1970.62,2914.33
Fee and commission income,983.26,935.87,1018.84
Fee and commission expense,34.90,36.99,47.93
Net Fee and commission income,948.37,898.88,970.91
"Net Interest, Fee and commission income",2490.07,2869.50,3885.24
Net trading income,141.38,157.89,228.8
Other operating income,22.66,40.25,93.71
Total operating income,2654.10,3067.63,4207.75
Impairment charge/(reversal) for loans and other losses,27.03,298.88,357.49
Net operating income,2627.07,2768.75,3850.26
Personnel expenses,620.08,755.66,1015.22
Other operating expenses,301.09,340.73,394.08
Depreciation & Amortisation,51.09,72.28,101.42
Operating Profit,1654.81,1600.08,2339.53
Non operating income,39.78,16.76,25.53
Non operating expense,10.03,6.70,3.88
