0,1,2,3
Interest Expenses,"7,320.85","8,645.78","7,559.21"
Net Interest Income,"5,698.59","5,310.41","3,956.32"
Fee and commission income,"1,025.00","1,144.66",978.90
Fee and commission expense,133.61,128.50,210.74
Net Fee and commission income,891.39,"1,016.15",768.16
"Net Interest, Fee and commission income","6,589.99","6,326.56","4,724.48"
Net trading income,306.92,263.57,367.24
Other operating income,99.54,122.21,214.28
Total operating income,"6,996.45","6,712.34","5,306.00"
Impairment charge/(reversal) for loans and other losses,136.76,548.47,262.37
Net operating income,"6,859.69","6,163.87","5,043.64"
Personnel expenses,"1,653.30","1,646.84","1,611.06"
Other operating expenses,726.83,784.50,724.31
Depreciation &Amortization,127.44,149.84,159.86
Operating Profit,"4,352.12","3,582.69","2,548.41"
Non operating income,-,-,-
Non operating expense,4.34,0.61,0.09
Profit before income tax,"4,347.78","3,582.08","2,548.32"
Income Tax Expense,,,
Current Tax,"1,298.36","1,079.44",790.24
Deferred Tax,(4.70),(13.61),(12.86)
Profit/Loss for the period,"3,054.12","2,516.24","1,770.94"
