0,1,2,3
11. Laxmi Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"10,425.00","9,423.98","10,940.57"
Due from Nepal Rastra Bank,"4,805.69","9,443.37","7,256.23"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,"5,122.32","6,224.51","6,073.91"
Other trading assets,67.52,16.12,-
Loan and advances to B/FIs,"1,935.60","1,590.27","3,272.95"
Loans and advances to customers,"74,615.90","88,452.55","105,213.37"
Investment securities,"7,025.46","9,029.22","13,004.41"
Current tax assets,14.20,114.15,72.56
Investment in subsidiaries,417.00,417.00,417.00
Investment in associates,-,"1,396.41","2,818.22"
