0,1,2,3
3. Agricultural Development Bank,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"10,636.73","6,559.90","9,462.42"
Due from Nepal Rastra Bank,"9,740.61","6,208.95","7,096.50"
Placement with Bank and Financial Institutions,"4,117.58",127.90,-
Derivative financial instruments,70.86,103.88,17.59
Other trading assets,"1,666.53","1,047.49",943.65
Loans and advances to BFIs,113.67,"4,123.68","4,134.54"
Loans and advances to customers,"150,598.36","173,314.97","176,303.57"
Investment securities,"37,880.07","45,922.12","57,411.02"
Current tax assets,"1,214.56",966.32,276.71
Investment in subsidiaries,28.84,28.84,28.84
Investment in associates,69.38,69.38,-
Investment property,198.28,252.59,248.65
Property and equipment,"1,480.62","2,225.08","2,291.07"
Goodwill and Intangible assets,262.01,229.77,138.59
Deferred tax assets,-,52.15,-
Other assets,"4,362.25","4,951.22","7,317.84"
Total Assets,"222,440.35","246,184.24","265,670.98"
,,,
Liabilities,"190,935.23","212,827.21","231,877.33"
Due to Bank and Financial Institutions,175.32,"7,998.74","2,095.92"
Due to Nepal Rastra Bank,"8,716.36","9,781.71",4.57
Derivative Financial Instrument,-,-,-
Deposits from customers,"162,814.93","166,590.27","199,486.61"
Borrowings,538.53,"1,777.21","2,136.56"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,327.59,-,484.36
Other liabilities,"3,886.28","6,210.24","7,195.77"
Debt securities issued,"14,476.21","20,469.04","20,473.53"
Subordinated Liabilities,-,-,-
,,,
Equity,"31,505.12","33,357.03","33,793.65"
Share Capital,"10,989.93","18,620.63","18,884.39"
Share premium,"5,432.71",-,-
Retained earnings,"3,654.51","3,521.79","1,243.17"
Reserves,"11,427.96","11,214.61","13,666.10"
,,,
Total Liabilities and Equity,"222,440.35","246,184.24","265,670.98"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"15,124.05","19,582.60","23,948.68"
Interest Expense,"8,258.33","11,226.66","15,753.03"
Net Interest Income,"6,865.72","8,355.94","8,195.66"
Fees and commission income,"1,612.95","1,464.29","1,371.86"
