0,1,2,3
Investment securities,"10,019.62","14,132.77","18,152.96"
Current tax assets,9.86,-,-
Investment in subsidiaries,100.00,270.00,"1,204.50"
Investment in associates,-,-,-
Investment property,48.25,74.38,275.94
Property and equipment,"1,062.95","1,759.42","2,583.72"
Goodwill and Intangible assets,35.39,49.83,110.49
Deferred tax assets,-,-,-
Other assets,"1,293.23","8,620.84","2,166.17"
TOTAL ASSETS,"103,108.36","170,943.18","217,702.26"
Due to Bank and Financial Institutions,"7,772.77","11,629.51","8,535.65"
Due to Nepal Rastra Bank,-,742.27,314.54
Derivative financial instruments,"2,999.99","1,721.81","6,913.41"
Deposits from customers,"79,905.60","139,589.61","176,820.69"
Borrowing,-,-,-
Current Tax Liabilities,-,25.03,240.29
Provisions,-,-,-
Deferred tax liabilities,55.80,2.81,209.40
Other liabilities,"1,458.13","2,073.78","1,992.37"
Debt securities issued,501.25,"3,487.91","7,710.10"
Subordinated Liabilities,-,-,-
Equity,,,
Share capital,"6,692.60","8,031.12","8,834.23"
Share premium,-,-,-
Retained earnings,"1,844.54",943.65,"2,251.12"
Reserves,"1,877.69","2,695.68","3,880.46"
TOTAL EQUITY AND LIABILITIES,"103,108.36","170,943.18","217,702.26"
Interest Income,7088.59,13545.82,"19,345.59"
Interest Expenses,4362.93,9336.16,"12,385.56"
Net Interest Income,2725.66,4209.66,"6,960.03"
Fee and commission income,707.01,966.15,"2,248.91"
Fee and commission expense,49.92,96.50,127.60
Net Fee and commission income,657.09,869.65,"2,121.31"
"Net Interest, Fee and commission income",3382.75,5079.31,"9,081.34"
Net trading income,161.61,195.21,348.92
Other operating income,58.06,83.62,75.97
Total operating income,3602.42,5358.14,"9,506.24"
Impairment charge/(reversal) for loans and other losses,-69.68,304.83,590.15
Net operating income,3672.11,5053.30,"8,916.09"
