0,1,2,3
Property and equipment,"108,085.67","112,991.56","113,686.39"
Goodwill and Intangible assets,"5,892.73","5,817.95","5,884.09"
Deferred tax assets,"3,245.53","5,532.07","12,474.07"
Other assets,"97,274.19","105,075.91","107,723.30"
TOTAL ASSETS,"6,180,508.36","6,897,799.77","7,756,236.61"
Liabilities,"5,518,783.21","6,206,358.91","7,020,192.71"
Due to Bank and Financial Institutions,"102,271.43","102,385.75","107,284.25"
Due to Nepal Rastra Bank,"6,776.54","4,495.70","4,660.97"
Derivative financial instruments,"23,341.64","38,238.53","80,466.67"
Deposits from customers,"5,004,420.87","5,665,665.66","6,443,574.77"
Borrowing,"66,022.65","49,501.17","38,125.24"
Current Tax Liabilities,"3,270.45","2,462.09","2,628.67"
Provisions,710.64,624.11,622.06
Deferred tax liabilities,"15,124.12","14,829.65","14,530.70"
Other liabilities,"140,969.78","157,872.55","150,480.00"
Debt securities issued,"155,875.08","170,283.71","177,819.39"
Subordinated Liabilities,-,-,-
Equity,"661,725.14","691,440.86","736,043.89"
Share capital,"369,857.33","379,020.46","385,327.20"
Share premium,269.35,269.35,269.35
Retained earnings,"16,240.95","(9,366.32)",390.23
Reserves,"275,357.51","321,517.36","350,057.11"
Total Liabilities and Equity,"6,180,508.36","6,897,799.77","7,756,236.61"
,,,
STATEMENT OF PROFIT OR LOSS,FY 2022-23,FY 2023-24,FY 2024-25
Interest Income,"551,410.84","589,908.81","497,440.81"
Interest Expenses,"366,119.35","313,118.28","241,258.72"
Net Interest Income,"185,291.49","192,725.86","190,346.55"
Fee and commission income,"33,128.24","38,455.67","43,295.40"
Fee and commission expense,"5,827.42","5,036.55","6,340.75"
Net Fee and commission income,"27,300.82","32,001.01","35,497.31"
"Net Interest, Fee and commission income","212,592.31","224,726.87","225,843.86"
Net trading income,"5,440.10","6,110.19","9,380.63"
Other operating income,"4,865.78","5,345.43","7,622.43"
Total operating income,"222,898.18","236,182.50","242,846.92"
