0,1,2,3
18. NMB Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"23,958.28","22,570.60","33,385.65"
Due from Nepal Rastra Bank,"15,059.50","14,710.49","16,489.12"
Placement with Bank and Financial Institutions,755.85,"3,035.77","10,264.42"
Derivative financial instruments,"10,850.08","7,583.92","8,681.42"
Other trading assets,24.75,-,-
Loan and advances to B/FIs,"7,116.53","8,130.44","10,497.12"
Loans and advances to customers,"189,035.40","194,304.19","228,456.30"
Investment securities,"32,374.91","33,772.80","32,508.75"
Current tax assets,44.95,772.49,166.79
Investment in subsidiaries,772.49,-,772.49
Investment in associates,-,145.04,-
Investment property,697.71,851.44,"1,784.19"
Property and equipment,"1,752.80","3,758.59","3,800.68"
Goodwill and Intangible assets,178.69,148.63,127.17
Deferred tax assets,448.41,424.64,316.48
Other assets,"4,706.80","4,659.14","4,341.93"
TOTAL ASSETS,"287,777.14","294,868.16","351,592.51"
Liabilities,"259,342.72","265,896.65","319,417.90"
Due to Bank and Financial Institutions,"2,737.26","3,163.18","6,029.46"
Due to Nepal Rastra Bank,"3,285.99","2,948.95",-
Derivative financial instrument,"11,060.34","7,710.80","8,695.56"
Deposits from customers,"210,304.69","223,942.59","280,926.47"
Borrowing,"14,814.90","11,552.66","3,987.50"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"5,227.60","4,196.47","7,394.35"
Debt securities issued,"11,911.94","12,382.00","12,384.57"
Subordinated Liabilities,-,-,-
Equity,"28,434.42","28,971.51","32,174.61"
Share capital,"18,366.71","18,366.71","18,366.71"
