0,1,2,3
10. Bank of Kathmandu,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,2905.21,3422.84,3115.53
Due from Nepal Rastra Bank,6611.60,5264.47,4978.10
Placement with Bank and Financial Institutions,2012.35,1846.73,2237.46
Derivative financial instruments,0.00,0.00,100.87
Other trading assets,0.00,25.26,355.32
Loan and advances to B/FIs,1454.44,1831.83,3270.19
Loans and advances to customers,59558.77,65789.08,70476.86
Investment securities,11086.75,11521.90,14762.65
Current tax assets,0.00,114.04,0.00
Investment in subsidiaries,0.00,140.00,140.00
