0,1,2,3
10. Bank of Kathmandu,Amt. in Rs. Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"3,422.84","3,115.53","2,373.97"
Due from Nepal Rastra Bank,"5,264.47","4,978.10","9,363.28"
Placement with Bank and Financial Institutions,"1,846.73","2,237.46","2,361.19"
Derivative financial instruments,-,100.87,76.22
Other trading assets,25.26,355.32,10.26
Loan and advances to B/FIs,"1,831.83","3,270.19","3,519.44"
Loans and advances to customers,"65,789.08","70,476.86","75,915.26"
Investment securities,"11,521.90","14,762.65","14,170.25"
Current tax assets,114.04,-,141.31
Investment in subsidiaries,140.00,140.00,140.00
Investment in associates,-,-,-
Investment property,24.66,24.66,24.66
Property and equipment,935.25,831.36,832.88
Goodwill and Intangible assets,20.50,15.94,16.70
Deferred tax assets,-,-,-
Other assets,270.24,609.68,637.71
TOTAL ASSETS,"91,206.81","100,918.63","109,583.13"
Due to Bank and Financial Institutions,-,605.67,"1,181.13"
Due to Nepal Rastra Bank,18.60,"1,110.84",162.26
Derivative financial instruments,-,-,-
Deposits from customers,"76,913.75","82,722.03","92,103.30"
Borrowing,-,-,-
Current Tax Liabilities,-,58.16,-
Provisions,17.44,15.17,18.09
Deferred tax liabilities,172.67,312.04,192.84
Other liabilities,571.90,"1,088.68",990.14
Debt securities issued,-,"1,040.02",624.82
Subordinated Liabilities,"1,041.22",-,-
Equity,"12,471.24","13,966.02","14,310.56"
Share capital,"7,072.90","8,063.10","8,546.89"
