0,1,2,3
Particulars,2017-18,2018-19,2019-20
"Net Interest, Fee and commission income","2,669.28","4,280.37","4,642.39"
Net trading income,152.10,277.92,328.09
Other operating income,52.00,102.53,140.14
Total operating income,"2,873.38","4,660.83","5,110.61"
Impairment charge/(reversal) for loans and other losses,12.41,426.62,888.54
Net operating income,"2,860.96","4,234.21","4,222.08"
Personnel expenses,698.94,"1,154.14","1,250.83"
Other operating expenses,370.67,629.16,665.68
Depreciation &Amortization,79.24,116.44,151.07
Operating Profit,"1,712.11","2,334.46","2,154.50"
Non-operating income,145.14,8.15,9.95
Non-operating expense,14.25,19.67,8.15
Profit before income tax,"1,843.00","2,322.95","2,156.29"
Income Tax Expense,-,-,635.70
Current Tax,454.05,709.30,646.06
Deferred Tax,71.59,16.04,(10.36)
Profit/Loss for the period,"1,317.35","1,629.69","1,520.59"
