0,1,2,3
7. Himlayan Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and Cash Equivalents,"18,392.31","8,097.76","9,705.88"
Due from Nepal Rastra Bank,"20,235.96","35,686.95","36,929.17"
Placements with Bank and Financial Institutions,"5,019.36","10,501.75","18,383.89"
Derivative financial instruments,29.84,26.24,40.32
Other trading assets,-,-,-
Loans & Advances to BFIs,"10,587.33","10,098.88","10,405.89"
Loans & Advances to Customers,"227,402.17","230,239.74","230,637.30"
Investment securities,"37,596.00","42,143.26","40,506.83"
Current tax assets,545.73,"1,060.06",308.64
Investments in Subsidiaries,"1,060.06",190.93,"1,060.06"
Investments in Associates,190.93,297.96,190.93
Investment property,589.16,"2,414.93","5,664.75"
