0,1,2,3
16. Citizens Bank International Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"9,764.25","11,103.50","11,435.10"
Due from Nepal Rastra Bank,"6,703.01","6,678.17","8,112.52"
Placement with Bank and Financial Institutions,"2,236.41","1,752.86","1,916.52"
Derivative financial instruments,17.05,4.10,9.78
Other trading assets,318.87,334.69,416.19
Loan and advances to B/FIs,"2,510.67","1,821.14","1,254.37"
Loans and advances to customers,"139,832.01","153,343.65","168,860.74"
Investment securities,"28,685.57","36,283.86","42,267.57"
Current tax assets,283.95,317.20,210.95
Investment in subsidiaries,317.20,364.71,317.20
Investment in associates,330.01,452.99,524.30
Investment property,256.13,821.26,"1,260.52"
Property and equipment,"3,757.65","4,297.55","4,190.16"
Goodwill and Intangible assets,179.52,194.14,193.76
Deferred tax assets,62.80,24.49,206.87
Other assets,"3,677.52","4,887.93","4,206.41"
TOTAL ASSETS,"198,932.61","222,682.23","245,382.97"
Liabilities,"177,969.09","201,107.86","222,435.25"
Due to Bank and Financial Institutions,"3,714.71","2,438.00","2,581.16"
