0,1,2,3
Consolidated Financials of the Non State Owned Banks,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and cash equivalent,"283,865.95","261,564.10","287,814.58"
Due from Nepal Rastra Bank,"179,649.93","239,185.74","287,330.65"
Placement with Bank and Financial Institutions,"36,741.03","71,981.54","70,949.02"
Derivative financial instruments,"10,007.08","23,165.93","31,180.77"
Other trading assets,"1,827.16","1,587.39",973.22
Loan and advances to B/FIs,"142,631.56","136,409.73","143,279.38"
Loans and advances to customers,"3,429,019.30","3,521,720.96","3,682,528.68"
Investment securities,"717,698.16","783,019.82","1,020,187.98"
Current tax assets,"8,693.17","9,916.55","10,220.94"
Investment in subsidiaries,"5,928.38","10,153.24","4,196.75"
Investment in associates,"3,562.03","4,568.61","7,064.86"
Investment property,"8,136.70","14,838.22","28,903.89"
Property and equipment,"57,312.10","62,068.89","67,773.26"
Goodwill and Intangible assets,"3,026.80","5,671.84","5,701.80"
Deferred tax assets,"1,905.32","3,245.53","5,532.07"
Other assets,"65,067.33","74,981.96","80,925.92"
TOTAL ASSETS,"4,955,072.00","5,224,080.05","5,734,563.78"
Liabilities,"4,444,245.00","4,683,409.54","5,165,135.85"
Due to Bank and Financial Institutions,"100,989.21","97,570.38","97,835.86"
Due to Nepal Rastra Bank,"188,358.67","6,701.97","7,444.65"
Derivative financial instruments,"10,156.63","23,333.09","31,181.67"
Deposits from customers,"3,841,149.06","4,238,765.32","4,709,850.32"
Borrowing,"66,858.72","63,563.79","49,125.79"
Current Tax Liabilities,"2,239.06","3,270.45",98.44
Provisions,175.93,140.25,150.43
Deferred tax liabilities,"4,398.40","3,102.18","3,461.25"
Other liabilities,"125,286.00","117,555.48","122,176.27"
Debt securities issued,"104,633.31","129,406.62","143,811.17"
