0,1,2,3
Interest Income,4960.20,7109.39,8532.28
Interest Expenses,3169.96,4887.32,5843.82
Net Interest Income,1790.24,2222.07,2688.46
Fee and commission income,429.21,559.88,568.57
Fee and commission expense,33.40,50.84,67.39
Net Fee and commission income,395.81,509.05,501.18
"Net Interest, Fee and commission income",2186.05,2731.12,3189.64
Net trading income,136.79,181.07,277.32
Other operating income,93.89,120.70,30.47
Total operating income,2416.74,3032.89,3497.43
Impairment charge/(reversal) for loans and other losses,96.97,89.32,138.37
Net operating income,2513.70,2943.57,3635.8
Personnel expenses,579.56,784.06,900.24
Other operating expenses,309.36,347.36,464.65
Depreciation & Amortization,92.69,126.53,170.5
Operating Profit,1532.08,1685.63,2100.4
Non operating income,735.48,37.96,77.79
Non operating expense,105.94,16.72,0.58
Profit before income tax,2161.62,1706.87,2177.61
Income Tax Expense,,,
Current Tax,265.34,536.35,776.35
Deferred Tax,261.37,63.59,61.95
Profit/Loss for the period,1634.92,1234.10,1463.22
