0,1,2,3
7. Nepal SBI Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"10,480.24","8,243.37","15,111.52"
Due from Nepal Rastra Bank,"5,647.35","9,309.36","7,580.53"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,-,122.89,-
Other trading assets,20.40,23.77,50.98
Loan and advances to B/FIs,"2,872.20","4,258.39","4,819.69"
Loans and advances to customers,"72,363.66","84,386.34","89,615.50"
Investment securities,"8,646.15","9,269.82","12,322.76"
Current tax assets,219.49,261.70,293.92
Investment in subsidiaries,188.89,188.89,188.89
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,843.97,941.03,913.29
Goodwill and Intangible assets,4.53,3.93,2.68
Deferred tax assets,236.21,315.10,325.77
Other assets,"1,015.58",989.64,"1,148.76"
TOTAL ASSETS,"102,538.67","118,314.23","132,374.29"
Due to Bank and Financial Institutions,"2,709.59","2,270.00","1,865.90"
Due to Nepal Rastra Bank,-,761.43,-
Derivative financial instruments,6.81,-,20.61
Deposits from customers,"84,227.33","97,924.44","110,445.87"
