0,1,2,3
16. Sanima Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"4,636.42","5,190.30","4,771.14"
Due from Nepal Rastra Bank,"2,781.20","5,325.68","6,053.73"
Placement with Bank and Financial Institutions,827.70,"2,827.09","1,740.71"
Derivative financial instruments,85.07,40.22,16.02
Other trading assets,484.42,443.45,224.41
Loan and advances to B/FIs,"2,020.42","2,844.21","4,094.02"
Loans and advances to customers,"81,418.86","90,850.35","119,071.40"
Investment securities,"13,611.19","15,018.42","20,922.51"
Current tax assets,-,-,-
Investment in subsidiaries,250.00,250.00,250.00
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,"1,150.52","1,177.21","1,196.39"
Goodwill and Intangible assets,70.32,60.55,48.08
Deferred tax assets,14.77,25.57,-
Other assets,"1,713.60","2,260.28","2,362.18"
TOTAL ASSETS,"109,064.49","126,313.33","160,750.58"
,,-,-
Liabilities,"97,074.93","113,494.73","145,827.17"
Due to Bank and Financial Institutions,"3,694.46","3,275.97","4,920.87"
Due to Nepal Rastra Bank,"1,018.92",86.29,"3,651.30"
Derivative financial instruments,-,-,-
Deposits from customers,"89,373.73","107,250.20","128,425.87"
Borrowing,-,-,"1,787.25"
Current Tax Liabilities,24.77,2.35,62.45
Provisions,27.17,32.43,31.37
Deferred tax liabilities,-,-,42.07
Other liabilities,"1,211.17","1,122.77","2,134.26"
Debt securities issued,"1,724.71","1,724.71","4,771.72"
Subordinated Liabilities,-,-,-
Equity,"11,989.56","12,818.60","14,923.41"
Share capital,"8,001.26","8,801.38","9,681.52"
Share premium,-,-,-
