0,1,2,3
1. Consolidated Financials of the State Owned Banks,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"27,908.42","54,608.33","78,847.46"
Due from Nepal Rastra Bank,"49,520.43","72,409.48","97,903.47"
Placement with Bank and Financial Institutions,582.51,"9,329.69","16,895.25"
Derivative financial instruments,28.91,"7,095.16","12,079.38"
Other trading assets,"1,058.69","1,315.46","1,601.19"
Loan and advances to B/FIs,"25,267.23","22,166.67","20,266.14"
Loans and advances to customers,"582,169.12","643,880.29","725,453.67"
Investment securities,"190,447.82","265,497.97","305,175.74"
Current tax assets,"6,296.29","8,521.04","9,101.61"
Investment in subsidiaries,428.84,429.01,429.01
Investment in associates,"3,546.40","4,076.39","4,591.09"
Investment property,643.74,"1,454.41","1,890.40"
Property and equipment,"46,016.78","46,008.64","46,355.82"
Goodwill and Intangible assets,220.89,116.15,99.73
Deferred tax assets,-,-,-
Other assets,"22,292.23","24,001.94","25,125.87"
TOTAL ASSETS,"956,428.31","1,160,910.63","1,345,815.82"
Liabilities,"835,373.67","1,038,897.70","1,217,403.36"
Due to Bank and Financial Institutions,"4,701.05","2,200.69","7,945.27"
Due to Nepal Rastra Bank,74.57,-,-
