0,1,2,3
Total Liabilities and Equity,"137,808.77","153,102.80","185,958.13"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"9,001.88","12,304.57","17,838.07"
Interest Expense,"6,134.55","8,017.69","12,070.80"
Net Interest Income,"2,867.34","4,286.89","5,767.27"
Fees and commission income,"1,078.28","1,280.93","1,285.53"
Fees and commission expense,84.28,78.19,97.53
Net fee and commission income,994.00,"1,202.73","1,188.00"
"Net interest, fee and commission income","3,861.34","5,489.62","6,955.27"
Net trading income,343.70,264.28,333.90
Other operating income,20.24,33.12,45.71
Total operating income,"4,225.28","5,787.02","7,334.88"
Impairment charge/(reversal) for loans and other losses,379.62,623.12,"1,511.19"
Net operating income,"3,845.66","5,163.90","5,823.69"
Personnel expenses,"1,567.06","1,828.05","1,976.67"
Other operating expenses,740.91,615.91,701.81
Depreciation and Amortization,186.30,354.46,333.65
Operating Profit,"1,351.39","2,365.48","2,811.56"
Non-operating income,9.78,13.82,23.46
Non-operating expense,0.64,-,-
Profit before income tax,"1,360.53","2,379.29","2,835.01"
Income Tax Expense,-,,-
Current Tax,451.97,783.43,893.19
Deferred Tax,(54.92),(42.45),(25.68)
Profit for the period,963.48,"1,638.31","1,967.51"
