0,1,2,3
Particulars,2017-18,2018-19,2019-20
Net Interest Income,"78,125.47","103,437.93","107,582.25"
Fee and commission income,"17,660.87","21,368.85","22,173.88"
Fee and commission expense,"1,706.35","2,196.71","2,307.31"
Net Fee and commission income,"15,927.28","19,172.17","19,866.58"
"Net Interest, Fee and commission income","91,853.04","122,610.09","127,448.83"
Net trading income,"8,864.05","8,999.53","9,016.47"
Other operating income,"3,902.76","2,816.57","2,961.67"
Total operating income,"104,475.71","134,425.40","139,426.97"
Impairment charge/(reversal) for loans and other losses,"4,631.26","6,322.13","17,729.41"
Net operating income,"100,515.09","128,548.89","121,697.56"
Personnel expenses,"25,345.44","33,538.52","36,686.53"
Other operating expenses,"11,849.57","17,188.93","19,036.64"
Depreciation &Amortization,"2,288.50","3,626.95","4,183.36"
Operating Profit,"57,476.40","74,194.46","61,791.03"
Non-operating income,"2,139.43","1,419.07","1,366.72"
Non-operating expense,"1,789.19","1,083.24",723.47
Profit before income tax,"58,015.98","74,530.32","62,429.27"
Income Tax Expense,510.55,"1,982.84","18,590.17"
Current Tax,"16,327.60","22,799.54","18,674.58"
Deferred Tax,"(1,062.70)",387.75,(84.40)
Profit/Loss for the period,"41,543.02","51,683.58","43,839.10"
