0,1,2,3
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,358.95,142.16,98.91
Other liabilities,382.43,546.57,690.01
Debt securities issued,401.32,401.40,401.40
Subordinated Liabilities,-,-,-
Equity,,,
Share capital,"7,472.41","8,221.67","8,920.51"
Share premium,-,-,-
Retained earnings,"1,020.26",760.75,"1,453.37"
Reserves,"2,025.47","2,175.59","2,276.16"
TOTAL EQUITY AND LIABILITIES,"71,594.23","80,960.28","106,995.72"
Interest Income,4757.98,7063.78,8942.67
Interest Expenses,3028.18,4731.49,5772.99
Net Interest Income,1729.79,2332.29,3169.67
Fee and commission income,488.78,585.97,740.71
Fee and commission expense,51.60,60.24,78.43
Net Fee and commission income,437.18,525.73,662.29
"Net Interest, Fee and commission income",2166.98,2858.02,3831.96
Net trading income,192.78,288.44,360.98
Other operating income,168.67,153.98,112.88
Total operating income,2528.42,3300.44,4305.82
Impairment charge/(reversal) for loans and other losses,99.73,314.88,127.52
Net operating income,2428.69,2985.55,4178.31
Personnel expenses,609.89,771.59,1133.81
Other operating expenses,349.92,419.58,618.33
Depreciation & Amortisation,84.40,111.31,133.82
Operating Profit,1384.48,1683.08,2292.33
Non operating income,7.07,5.72,10.62
Non operating expense,6.89,43.81,61.81
Profit before income tax,1384.66,1644.98,2241.14
Income Tax Expense,-,-,651.07
Current Tax,412.05,483.14,657.1
Deferred Tax,4.90,-19.25,-6.03
Profit/Loss for the period,967.70,1181.09,1590.07
