0,1,2,3
Deferred tax liabilities,127.37,410.46,-
Other liabilities,"20,428.42","27,047.99","22,313.62"
Debt securities issued,"1,068.85",468.85,"1,325.63"
Subordinated Liabilities,-,-,-
,,,
Equity,"18,637.36","20,683.61","22,794.55"
Share capital,"8,510.21","8,933.72","9,467.34"
Share premium,238.47,238.47,238.47
Retained earnings,"1,793.07","2,364.21","3,877.12"
Reserves,"8,095.61","9,147.21","9,211.63"
,,,
Total Liabilities and Equity,"185,023.19","211,650.25","225,381.32"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"13,956.19","11,515.53","15,467.18"
Interest expense,"8,645.78","7,559.21","10,285.76"
Net Interest Income,"5,310.41","3,956.32","5,181.42"
Fee and commission income,"1,144.66",978.90,"1,294.96"
Fee and commission expense,128.50,210.74,263.07
Net Fee and commission income,"1,016.15",768.16,"1,031.88"
"Net Interest, Fee and commission income","6,326.56","4,724.48","6,213.30"
Net trading income,263.57,367.24,299.49
Other operating income,122.21,214.28,294.29
Total operating income,"6,712.34","5,306.00","6,807.08"
Impairment charge/(reversal) for loans and other losses,548.47,262.37,325.45
Net operating income,"6,163.87","5,043.64","6,481.63"
Personnel expenses,"1,646.84","1,611.06","2,045.47"
Other operating expenses,784.50,724.31,592.22
Depreciation & Amortization,149.84,159.86,293.19
Operating Profit,"3,582.69","2,548.41","3,550.75"
Non-operating income,-,-,-
Non-operating expense,0.61,0.09,2.51
Profit before income tax,"3,582.08","2,548.32","3,548.24"
Income Tax Expense,,,-
Current Tax Expenses,"1,079.44",790.24,"1,055.44"
Deferred Tax (Expenses)/Income,(13.61),(12.86),13.40
Profit for the Period,"2,516.24","1,770.94","2,479.40"
