0,1,2,3
11. Machhapuchchhre Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"10,632.39","7,790.32","7,725.87"
Due from Nepal Rastra Bank,"9,309.11","6,340.17","8,326.20"
Placement with Bank and Financial Institutions,"1,458.31",404.77,"1,731.96"
Derivative financial instruments,-,4.54,-
Other trading assets,489.50,13.27,-
Loan and advances to B/FIs,"4,464.24","5,101.44","5,809.65"
Loans and advances to customers,"126,137.68","126,754.17","141,436.05"
Investment securities,"27,418.53","35,597.02","45,513.26"
Current tax assets,774.95,400.00,742.43
Investment in subsidiaries,400.00,-,400.00
Investment in associates,-,919.48,-
Investment property,609.94,"1,201.90",594.36
Property and equipment,"1,582.41","1,585.98","1,541.17"
Goodwill and Intangible assets,133.50,128.01,120.88
Deferred tax assets,85.78,154.28,255.96
