0,1,2,3
,,,
Interest Income,"9,489.53","10,839.53","15,967.65"
Interest Expenses,"6,604.77","7,189.14","(10,974.16)"
Net Interest Income,"2,884.75","3,650.40","4,993.49"
Fee and commission income,582.21,825.37,998.10
Fee and commission expense,57.73,73.36,(129.04)
Net Fee and commission income,524.48,752.01,869.07
"Net Interest, Fee and commission income","3,409.24","4,402.41","5,862.56"
Net trading income,270.84,418.47,224.28
Other operating income,112.45,153.11,177.23
Total operating income,"3,792.52","4,973.98","6,264.06"
Impairment charge/(reversal) for loans and other losses,640.13,394.04,552.42
Net operating income,"3,152.39","4,579.94","5,711.64"
Personnel expenses,933.49,"1,229.75","(1,785.43)"
Other operating expenses,506.34,650.05,(803.85)
Depreciation & Amortization,211.68,244.88,(413.10)
Operating Profit,"1,500.87","2,455.27","2,709.25"
Non-operating income,167.87,130.44,123.34
Non-operating expense,-,-,-
Profit before income tax,"1,668.74","2,585.70","2,832.60"
Income Tax Expense,,,-
Current Tax,469.45,780.30,890.24
Deferred Tax,0.78,1.06,(63.25)
Profit for the Period,"1,198.50","1,804.34","2,005.61"
