0,1,2,3
Retained earnings,"2,497.05","1,739.04","2,324.15"
Reserves,"4,969.36","6,050.14","6,955.58"
TOTAL EQUITY AND LIABILITIES,"116,946.28","144,811.15","170,077.53"
Interest Income,6816.04,10103.45,13019.44
Interest Expenses,3009.79,5233.69,7320.85
Net Interest Income,3806.25,4869.76,5698.59
Fee and commission income,848.34,945.38,1025.00
Fee and commission expense,107.41,123.29,133.61
Net Fee and commission income,740.92,822.09,891.39
"Net Interest, Fee and commission income",4547.17,5691.85,6589.99
Net trading income,155.72,195.90,306.92
Other operating income,97.63,92.64,99.54
Total operating income,4800.52,5980.39,6996.45
Impairment charge/(reversal) for loans and other losses,40.48,132.12,136.76
Net operating income,4760.04,5848.28,6859.69
Personnel expenses,1163.48,1492.67,1653.30
Other operating expenses,492.21,584.53,726.83
Depreciation & Amortisation,83.08,85.37,127.44
Operating Profit,3021.26,3685.70,4352.12
Non operating income,0.00,0.00,0.00
Non operating expense,0.10,3.61,4.34
Profit before income tax,3021.16,3682.09,4347.78
Income Tax Expense,,,
Current Tax,852.88,1137.56,1298.36
Deferred Tax,50.26,-37.15,-4.70
Profit/Loss for the period,2118.02,2581.68,3054.12
