0,1,2,3
Total liabilities and equity,"265,670.98","311,375.43","361,528.19"
,,,
STATEMENT OF PROFIT OR LOSS,2022-23,2023-24,2024-25
Interest Income,"23,948.68","27,571.35","22,825.62"
Interest Expense,"15,753.03","17,018.57","13,001.00"
Net Interest Income,"8,195.66","10,552.78","9,824.61"
Fee and commission income,"1,371.86","1,672.37","1,628.43"
Fee and commission expense,213.65,232.77,288.74
Net Fee and commission income,"1,158.21","1,439.60","1,339.69"
"Net Interest, Fee and commission income","9,353.87","11,992.39","11,164.30"
Net trading income,115.52,58.59,562.60
Other operating income,131.79,169.30,127.76
Total operating income,"9,601.18","12,220.28","11,854.67"
Impairment charge/(reversal) for loans and other losses,"1,458.17","2,452.17",630.77
Net operating income,"8,143.01","9,768.11","11,223.89"
Personnel expenses,"3,620.73","4,158.30","4,547.40"
Other operating expenses,995.69,994.42,"1,029.99"
Depreciation and amortization,487.08,476.53,435.68
Operating Profit,"3,039.50","4,138.86","5,210.83"
Non operating income,101.74,11.35,16.52
Non operating expense,26.37,47.05,7.10
Profit before income tax,"3,114.88","4,103.15","5,220.25"
Income Tax Expense,"1,791.47",-,
Current Tax,"1,633.08","1,147.37","1,448.61"
Deferred Tax,158.39,58.30,39.22
Profit for the year,"1,323.41","2,897.49","3,732.42"
