0,1,2,3
3. Nabil Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"12,479.70","4,799.63","7,285.64"
Due from Nepal Rastra Bank,"6,191.83","20,021.03","8,024.17"
Placement with Bank and Financial Institutions,"11,078.73","10,230.58","9,865.21"
Derivative financial instruments,"8,539.06","10,859.60","13,615.33"
Other trading assets,-,-,-
Loan and advances to B/FIs,"6,058.49","5,836.37","8,601.57"
Loans and advances to customers,"127,500.24","148,054.07","198,021.42"
Investment securities,"25,303.07","33,633.40","39,889.09"
Current tax assets,137.52,260.80,307.01
Investment in subsidiaries,78.00,78.00,78.00
Investment in associates,80.00,80.00,80.00
Investment property,8.22,8.22,8.75
Property and equipment,"1,051.79","1,318.11","1,692.63"
Goodwill and Intangible assets,41.40,71.75,62.65
Deferred tax assets,-,-,-
Other assets,"2,590.77","2,428.48","3,534.74"
TOTAL ASSETS,"201,138.82","237,680.03","291,066.22"
,,-,-
Liabilities,"177,950.21","211,824.37","257,208.12"
Due to Bank and Financial Institutions,"1,419.04","2,228.86","4,502.71"
Due to Nepal Rastra Bank,88.47,53.29,"5,450.39"
