0,1,2,3
Loan and advances to B/FIs,"7,672.04","10,367.18","10,751.32"
Loans and advances to customers,"190,336.85","228,651.43","258,087.53"
Investment securities,"26,401.40","48,901.73","46,513.51"
Current tax assets,"1,639.87","2,232.79","2,238.65"
Investment in subsidiaries,557.10,370.70,370.70
Investment in associates,404.22,644.19,652.92
Investment property,335.30,354.65,559.45
Property and equipment,"2,543.21","3,252.01","5,884.77"
Goodwill and Intangible assets,240.27,239.74,495.78
Deferred tax assets,281.57,279.39,180.13
Other assets,"2,729.48","3,535.75","3,383.71"
,,,
Total Assets,"273,876.59","345,423.26","360,537.22"
,,,-
Liabilities,"245,042.19","312,702.84","322,797.76"
Due to Bank and Financial Institutions,"14,327.70","14,914.79","9,594.87"
Due to Nepal Rastra Bank,"1,339.36","10,894.00","14,438.91"
Derivative financial instruments,"8,773.44","5,440.37","1,271.01"
Deposits from customers,"212,315.39","268,433.79","276,964.91"
Borrowing,"2,404.00","2,371.77","5,747.23"
Current Tax Liabilities,"1,294.60","1,845.21","2,203.84"
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"3,090.64","4,310.91","8,084.12"
Debt securities issued,"1,497.06","4,492.00","4,492.87"
Subordinated Liabilities,-,-,-
,,,
Equity,"28,834.40","32,720.42","37,739.46"
Share capital,"18,975.88","21,632.50","23,795.75"
Share premium,5.39,-,-
Retained earnings,"1,673.61","2,990.20","3,239.23"
Reserves,"8,179.51","8,097.71","10,704.48"
,,,
Total Liabilities and Equity,"273,876.59","345,423.26","360,537.22"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"20,489.40","21,693.58","29,058.37"
Interest Expenses,"12,267.39","12,554.46","18,768.81"
Net Interest Income,"8,222.01","9,139.13","10,289.56"
Fee and commission income,"1,472.14","1,914.29","2,217.83"
Fee and commission expense,242.01,380.25,535.52
Net Fee and commission income,"1,230.13","1,534.04","1,682.31"
"Net Interest, Fee and commission income","9,452.14","10,673.16","11,971.87"
Net trading income,579.52,666.46,594.21
Other operating income,196.81,611.28,472.85
Total operating income,"10,228.47","11,950.90","13,038.92"
Impairment charge/(reversal) for loans and other losses,"1,954.43","1,125.26",466.43
Net operating income,"8,274.04","10,825.64","12,572.49"
Personnel expenses,"2,474.64","3,164.82","3,290.73"
Other operating expenses,"1,248.83","1,369.43","1,446.86"
Depreciation & Amortization,304.12,333.86,647.13
