0,1,2,3
1. Consolidated Financials of the State-owned Banks,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalent,"20,554.93","32,900.28","20,831.60"
Due from Nepal Rastra Bank,"36,627.15","36,672.98","29,473.52"
Placement with Bank and Financial Institutions,"11,173.18","8,437.00",618.93
Derivative financial instruments,"6,724.25","8,588.97",595.79
Other trading assets,17.42,"1,767.74","1,152.77"
Loan and advances to B/FIs,"9,115.50","22,086.33","26,817.09"
Loans and advances to customers,"375,950.99","463,889.80","554,979.24"
Investment securities,"131,787.82","138,950.60","154,086.14"
Current tax assets,"5,126.76","6,198.68","6,553.20"
Investment in subsidiaries,228.84,228.84,228.84
Investment in associates,167.24,275.50,275.50
Investment property,433.41,433.89,538.40
Property and equipment,"14,857.29","15,564.98","18,635.72"
Goodwill and Intangible assets,372.14,365.71,317.61
Deferred tax assets,647.03,,-                  52.15
Other assets,"23,465.98","18,711.98","21,348.42"
,,,
Total Assets,"637,249.94","755,073.28","836,504.92"
,,-,
Liabilities,"555,718.19","661,678.72","735,005.34"
Due to Bank and Financial Institutions,"3,840.45","3,353.69","13,838.26"
Due to Nepal Rastra Bank,314.66,"18,573.08","39,731.31"
Derivative financial instruments,"6,473.08","8,474.69",508.07
Deposits from customers,"516,061.54","589,465.08","620,810.71"
Borrowing,"1,071.00",598.53,"9,141.39"
Current Tax Liabilities,-,-,-
Provisions,431.98,517.16,441.68
Deferred tax liabilities,"4,002.84","5,610.56","4,589.16"
Other liabilities,"21,027.68","14,598.33","19,374.78"
Debt securities issued,"2,494.95","20,487.60","26,569.97"
Subordinated Liabilities,-,-,-
,,,
Equity,"81,531.75","93,394.56","101,499.59"
Share capital,"29,844.08","33,811.58","47,966.89"
Share premium,"7,222.63","5,864.60",-
Retained earnings,"6,138.10","10,840.69","8,807.43"
Reserves,"38,326.95","42,877.70","44,725.26"
,,,
Total Liabilities And Equity,"637,249.94","755,073.28","836,504.92"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"44,508.72","43,240.32","56,712.29"
Interest Expenses,"22,725.38","21,744.71","32,345.82"
Net Interest Income,"21,783.34","21,495.61","24,366.47"
