0,1,2,3
Investment in associates,34.50,54.66,20.00
Investment property,890.71,956.78,902.95
Property and equipment,942.41,917.96,994.49
Goodwill and Intangible assets,12.54,11.78,14.48
Deferred tax assets,130.67,69.35,-
Other assets,902.52,"1,157.60","2,050.12"
TOTAL ASSETS,"88,718.84","96,882.16","134,730.02"
,,,
Liabilities,"76,710.78","83,721.16","120,085.73"
Due to Bank and Financial Institutions,"6,352.63","6,801.22","4,134.08"
Due to Nepal Rastra Bank,"1,244.46",975.71,"2,225.27"
Derivative financial instruments,962.69,"1,134.47","1,500.84"
Deposits from customers,"67,035.62","72,815.83","106,667.15"
Borrowing,-,-,-
Current Tax Liabilities,59.21,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,52.51
Other liabilities,"1,056.17","1,993.93","2,435.04"
Debt securities issued,-,-,"3,070.85"
Subordinated Liabilities,-,-,-
Equity,"12,008.05","13,161.00","14,644.29"
Share capital,"7,018.59","9,353.92","10,314.52"
Share premium,172.44,-,-
Retained earnings,"1,320.60","1,048.16",868.86
Reserves,"3,496.43","2,758.93","3,460.91"
TOTAL EQUITY AND LIABILITIES,"88,718.84","96,882.16","134,730.02"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"7,899.64","8,456.94","8,575.66"
Interest Expenses,"4,932.02","5,247.39","5,425.77"
Net Interest Income,"2,967.62","3,209.55","3,149.89"
Fee and commission income,598.34,592.29,682.41
Fee and commission expense,25.80,23.98,30.32
Net Fee and commission income,572.54,568.30,652.10
"Net Interest, Fee and commission income","3,540.16","3,777.85","3,801.98"
Net trading income,129.09,184.76,241.02
Other operating income,63.81,70.98,437.28
Total operating income,"3,733.06","4,033.59","4,480.28"
Impairment charge/(reversal) for loans and other losses,(127.14),405.62,313.35
Net operating income,"3,860.20","3,627.97","4,166.93"
Personnel expenses,"1,243.87","1,249.76","1,555.07"
Other operating expenses,542.02,567.40,555.09
Depreciation &Amortization,111.58,137.69,136.75
Operating Profit,"1,962.73","1,673.12","1,920.03"
Non operating income,6.01,1.50,-
Non operating expense,-,-,-
Profit before income tax,"1,968.74","1,674.62","1,920.03"
Income Tax Expense,,,
Current Tax,749.76,507.15,557.28
Deferred Tax,197.75,58.99,32.13
Profit/Loss for the period,"1,021.23","1,108.47","1,330.63"
