0,1,2,3
Cash and cash equivalent,"9,154.31","7,580.24","17,609.89"
Due from Nepal Rastra Bank,"5,821.52","8,486.45","5,475.31"
Placement with Bank and Financial Institutions,852.45,"4,840.71","1,949.48"
Derivative financial instruments,46.52,-,-
Other trading assets,-,-,-
Loan and advances to B/FIs,"3,796.21","5,123.68","5,846.26"
Loans and advances to customers,"110,717.26","137,897.93","152,562.93"
Investment securities,"12,757.71","22,697.94","22,815.09"
Current tax assets,328.29,257.14,454.70
Investment in subsidiaries,220.00,220.00,420.00
Investment in associates,130.06,155.02,185.02
Investment property,60.35,128.11,144.49
Property and equipment,"1,383.66","1,258.56","1,179.75"
Goodwill and Intangible assets,206.83,197.57,161.44
Deferred tax assets,10.00,-,-
Other assets,486.77,939.46,"3,304.07"
,,,
Total Assets,"145,971.94","189,782.82","212,108.44"
,,,
Liabilities,"128,703.77","170,890.59","191,106.32"
Due to Bank and Financial Institutions,"7,475.89","14,731.92","6,194.53"
Due to Nepal Rastra Bank,225.36,"5,088.97","1,345.59"
Derivative financial instrument,,-                    3.27,39.33
Deposits from customers,"116,547.03","145,838.23","176,767.67"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,2.31,2.33,2.50
Deferred tax liabilities,,-                145.63,75.21
Other liabilities,"1,458.06","2,084.80","3,685.70"
Debt securities issued,"2,995.12","2,995.44","2,995.80"
Subordinated Liabilities,-,-,-
,,,
Equity,"17,268.17","18,892.22","21,002.12"
Share capital,"12,520.05","13,878.47","14,711.18"
Share premium,571.63,88.80,88.80
Retained earnings,"1,317.54","1,247.10","1,872.57"
Reserves,"2,858.95","3,677.85","4,329.56"
,,,
Total Liabilities and Equity,"145,971.94","189,782.82","212,108.44"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"10,569.83","12,776.39","18,355.16"
Interest Expense,"6,996.63","7,698.87","12,137.99"
Net Interest Income,"3,573.20","5,077.51","6,217.17"
