0,1,2,3
2.  Consolidated  Financials  of  the  Non  State  Owned Banks,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"261,564.10","287,814.58","351,252.92"
Due from Nepal Rastra Bank,"239,185.74","287,330.65","385,533.91"
Placement with Bank and Financial Institutions,"71,981.54","70,949.02","147,436.14"
Derivative financial instruments,"23,165.93","31,180.77","68,311.86"
Other trading assets,"1,587.39",973.22,"1,305.54"
Loan and advances to B/FIs,"136,409.73","143,279.38","168,699.68"
Loans and advances to customers,"3,521,720.96","3,682,528.68","3,914,134.39"
Investment securities,"783,019.82","1,020,187.98","1,141,678.21"
Current tax assets,"9,916.55","10,220.94","7,624.80"
Investment in subsidiaries,"10,153.24","4,196.75","10,710.94"
Investment in associates,"4,568.61","7,064.86","4,279.53"
Investment property,"14,838.22","28,903.89","41,253.74"
Property and equipment,"62,068.89","67,773.26","67,330.57"
Goodwill and Intangible assets,"5,671.84","5,701.80","5,784.35"
Deferred tax assets,"3,245.53","5,532.07","12,474.07"
Other assets,"74,981.96","80,925.92","82,597.43"
TOTAL ASSETS,"5,224,080.05","5,734,563.78","6,410,420.78"
Liabilities,"4,683,409.54","5,165,135.85","5,802,789.36"
Due to Bank and Financial Institutions,"97,570.38","97,835.86","99,338.98"
Due to Nepal Rastra Bank,"6,701.97","7,444.65","4,660.97"
Derivative financial instruments,"23,333.09","31,181.67","68,425.46"
Deposits from customers,"4,238,765.32","4,709,850.32","5,317,708.74"
Borrowing,"63,563.79","49,125.79","35,260.58"
Current Tax Liabilities,"3,270.45",98.44,"2,628.67"
Provisions,140.25,150.43,154.55
Deferred tax liabilities,"3,102.18","3,461.25","2,923.53"
Other liabilities,"117,555.48","122,176.27","122,846.49"
Debt securities issued,"129,406.62","143,811.17","148,841.38"
Subordinated Liabilities,-,-,-
Equity,"540,670.51","569,427.92","607,622.54"
Share capital,"320,641.54","329,804.68","335,707.87"
Share premium,269.35,269.35,269.35
Retained earnings,"14,078.99","(9,315.18)",(157.61)
Reserves,"205,680.63","248,669.07","271,811.82"
Total Liabilities and Equity,"5,224,080.05","5,734,563.78","6,410,420.78"
