0,1,2,3
Impairment charge/(reversal) for loans and other losses,552.42,"1,216.48","1,725.41"
Net operating income,"5,711.64","5,694.58","5,331.53"
Personnel expenses,"1,785.43","1,889.90","1,987.32"
Other operating expenses,803.85,901.91,949.10
Depreciation & Amortization,413.10,327.43,346.53
Operating Profit,"2,709.25","2,575.34","2,048.58"
Non operating income,123.34,20.68,28.52
Non operating expense,-,79.57,19.52
Profit before income tax,"2,832.60","2,516.45","2,057.59"
Income Tax Expense,,-,-
Current Tax,890.24,765.41,746.47
Deferred Tax,(63.25),(112.71),(9.61)
Profit/Loss for the period,"2,005.61","1,863.76","1,320.73"
