0,1,2,3
S.N.,Name,Operation Date (A.D.),Head Office
1,Nepal Bank Ltd.,1937/11/15,"Dharmapath, Kathmandu"
2,Agricultural Development Bank Ltd.,1968/01/21,"Ramshahpath, Kathmandu"
3,Nabil Bank Ltd.,2022/07/11*,"Beena Marg, Kathmandu"
4,Nepal Investment Mega Bank Ltd.,2023/01/11*,"Durbarmarg, Kathmandu"
5,Standard Chartered Bank Nepal Ltd.,1987/02/28,"New Baneshwor, Kathmandu"
6,Himalayan Bank Ltd.,2023/02/24*,"Kamaladi, Kathmandu"
7,Nepal SBI Bank Ltd.,1993/07/07,"Kesharmahal, Kathmandu"
8,Everest Bank Ltd.,1994/10/18,"Lazimpat , Kathmandu"
9,Kumari Bank Ltd.,2023/01/01*,"Tangal, Kathmandu"
10,Laxmi Sunrise Bank Ltd.,2002/04/03,"Hattisar, Kathmandu"
11,Citizens Bank International Ltd.,2007/04/20,"Narayanhitipath,Kathmandu"
12,Prime Commercial Bank Ltd.,2007/09/24,"Kamalpokhari, Kathmandu"
13,Sanima Bank Ltd.,2012/02/15,"Alkapuri, Naxal, Kathmandu"
14,Machhapuchhre Bank Ltd.,2012/07/09*,"Lazimpat, Kathmandu"
15,NIC Asia Bank Ltd.,2013/06/30*,"Thapathali, Kathmandu"
16,Global IME Bank Ltd.,2023/01/09*,"Kamaladi, Kathmandu"
17,NMB Bank Ltd.,2019/09/28*,"Babarmahal, Kathmandu"
18,Prabhu Bank Ltd.,2023/01/10*,"Babarmahal, Kathmandu"
19,Siddhartha Bank Ltd.,2016/07/21*,"Hattisar, Kathmandu"
20,Rastriya Banijya Bank Ltd.,2018/05/02*,"Singhadurbar Plaza, Kathmandu"
,*Joint operation date after merger/acquisition.,,
