0,1,2,3
Other liabilities,426.65,998.29,1005.24
Debt securities issued,0.00,0.00,0
Subordinated Liabilities,0.00,0.00,0
Equity,,,
Share capital,4582.31,10285.53,10388.62
Share premium,0.00,2.56,0
Retained earnings,646.34,708.63,1221.87
Reserves,721.24,1637.51,1901.41
TOTAL EQUITY AND LIABILITIES,47743.25,82064.95,98765.76
Interest Income,4114.98,6022.14,9374.68
Interest Expenses,2399.40,3648.58,5578.93
Net Interest Income,1715.58,2373.56,3795.75
Fee and commission income,217.03,320.27,531.12
Fee and commission expense,16.07,24.55,46.49
Net Fee and commission income,200.96,295.72,484.62
"Net Interest, Fee and commission income",1916.54,2669.28,4280.37
Net trading income,138.54,152.10,277.92
Other operating income,36.25,52.00,102.53
Total operating income,2091.33,2873.38,4660.83
Impairment charge/(reversal) for loans and other losses,119.82,12.41,426.62
Net operating income,1971.51,2860.96,4234.21
Personnel expenses,487.02,698.94,1154.14
Other operating expenses,293.89,370.67,629.16
Depreciation & Amortisation,60.39,79.24,116.44
Operating Profit,1130.21,1712.11,2334.46
Non operating income,0.00,145.14,8.15
Non operating expense,0.00,14.25,19.67
Profit before income tax,1130.21,1843.00,2322.95
Income Tax Expense,,,
Current Tax,347.05,454.05,709.3
Deferred Tax,-11.38,71.59,16.04
Profit/Loss for the period,794.53,1317.35,1629.69
