0,1,2,3
"Net Interest, Fee and commission income",3028.81,4088.06,"5,519.25"
Net trading income,145.17,258.68,461.66
Other operating income,242.22,308.50,111.88
Total operating income,3416.20,4655.24,"6,092.80"
Impairment charge/(reversal) for loans and other losses,120.09,230.39,180.59
Net operating income,3296.11,4424.84,"5,912.20"
Personnel expenses,763.04,1085.84,"1,693.34"
Other operating expenses,385.68,490.92,762.40
Depreciation & Amortisation,92.96,118.45,141.40
Operating Profit,2054.44,2729.62,"3,315.06"
Non operating income,0.00,0.40,17.60
Non operating expense,73.47,0.00,1.02
Profit before income tax,1980.97,2730.02,"3,331.65"
Income Tax Expense,,,
Current Tax,592.77,819.70,"1,035.90"
Deferred Tax,-14.09,6.26,13.11
Profit/Loss for the period,1402.29,1904.06,"2,308.85"
