0,1,2,3
14.  Siddhartha Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"5,976.06","7,928.99","11,554.08"
Due from Nepal Rastra Bank,"7,740.64","5,730.45","9,000.71"
Placement with Bank and Financial Institutions,"3,308.71",320.31,"5,011.35"
Derivative financial instruments,52.42,19.69,17.32
Other trading assets,-,-,-
Loans and advances to BFIs,"6,027.86","6,403.39","5,170.77"
Loans and advances to customers,"158,579.24","178,587.36","184,009.57"
Investment securities,"41,825.29","57,368.16","62,480.48"
Current tax assets,127.22,221.07,263.76
Investment in subsidiaries,51.00,51.00,51.00
Investment in associates,-,-,-
Investment property,291.04,213.31,654.54
Property and equipment,"1,451.93","3,077.07","3,548.09"
Goodwill and Intangible assets,81.50,71.49,166.00
Deferred tax assets,-,-,-
Other assets,"3,429.05","4,334.73","4,050.24"
