0,1,2,3
Net trading income,264.28,333.90,161.96
Other operating income,33.12,45.71,43.31
Total operating income,"5,787.02","7,334.88","6,409.65"
Impairment charge/(reversal) for loans and other losses,623.12,"1,511.19",648.31
Net operating income,"5,163.90","5,823.69","5,761.34"
Personnel expenses,"1,828.05","1,976.67","1,968.21"
Other operating expenses,615.91,701.81,691.23
Depreciation &Amortization,354.46,333.65,265.55
Operating Profit,"2,365.48","2,811.56","2,836.35"
Non operating income,13.82,23.46,26.84
Non operating expense,-,-,-
Profit before income tax,"2,379.29","2,835.01","2,863.19"
Income Tax Expense,,-,-
Current Tax,783.43,893.19,883.06
Deferred Tax,(42.45),(25.68),(19.64)
Profit for the Year,"1,638.31","1,967.51","1,999.77"
