0,1,2,3
15.  Global IME Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"15,593.94","18,221.95","28,531.85"
Due from Nepal Rastra Bank,"25,336.11","11,930.87","18,649.05"
Placement with Bank and Financial Institutions,-,-,668.73
Derivative financial instruments,"5,663.65","1,265.94",996.24
Other trading assets,-,-,-
Loans and advances to BFIs,"10,367.18","10,751.32","13,660.22"
Loans and advances to customers,"228,651.43","258,087.53","354,466.75"
Investment securities,"48,901.73","46,513.51","87,591.67"
Current tax assets,"2,232.79","2,238.65","3,379.90"
Investment in subsidiaries,370.70,370.70,650.70
Investment in associates,644.19,652.92,"1,840.16"
Investment property,354.65,559.45,"1,733.32"
Property and equipment,"3,252.01","5,884.77","7,740.93"
Goodwill and Intangible assets,239.74,495.78,905.68
Deferred tax assets,279.39,180.13,16.63
Other assets,"3,535.75","3,383.71","6,050.71"
Total Assets,"345,423.26","360,537.22","526,882.56"
,,,
Liabilities,"312,702.84","322,797.76","467,828.85"
Due to Bank and Financial Institutions,"14,914.79","9,594.87","13,023.62"
Due to Nepal Rastra Bank,"10,894.00","14,438.91",470.72
Derivative Financial Instrument,"5,440.37","1,271.01",946.95
Deposits from customers,"268,433.79","276,964.91","426,325.45"
Borrowings,"2,371.77","5,747.23","3,282.55"
Current Tax Liabilities,"1,845.21","2,203.84","2,788.10"
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"4,310.91","8,084.12","8,809.88"
Debt securities issued,"4,492.00","4,492.87","12,181.59"
Subordinated Liabilities,-,-,-
,,,
Equity,"32,720.42","37,739.46","59,053.71"
Share Capital,"21,632.50","23,795.75","35,771.06"
Share premium,-,-,-
Retained earnings,"2,990.20","3,239.23","3,243.36"
Reserves,"8,097.71","10,704.48","20,039.29"
,,,
Total Liabilities and Equity,"345,423.26","360,537.22","526,882.56"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"21,693.58","29,058.37","48,210.08"
Interest Expense,"12,554.46","18,768.81","31,103.09"
Net Interest Income,"9,139.13","10,289.56","17,106.99"
