0,1,2,3
Derivative financial instruments,-,-,10.47
Deposits from customers,"75,432.15","90,223.27","106,432.37"
Borrowing,-,"1,202.50","1,192.50"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,94.35,220.38
Other liabilities,"1,263.19","1,462.84","1,867.17"
Debt securities issued,996.11,"3,986.50","3,988.37"
Subordinated Liabilities,-,-,-
Equity,"12,270.15","13,393.79","14,769.71"
Share capital,"8,152.56","8,967.81","9,487.94"
Share premium,127.16,-,-
Retained earnings,"1,175.25",743.61,668.86
Reserves,"2,815.18","3,682.37","4,612.90"
TOTAL EQUITY AND LIABILITIES,"94,610.74","116,298.52","137,763.42"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"9,206.43","10,020.93","8,960.72"
Interest Expenses,"5,621.44","6,161.73","5,436.64"
Net Interest Income,"3,584.99","3,859.21","3,524.08"
Fee and commission income,782.28,990.02,"1,143.79"
Fee and commission expense,120.23,129.65,178.62
Net Fee and commission income,662.05,860.36,965.17
"Net Interest, Fee and commission income","4,247.04","4,719.57","4,489.24"
Net trading income,264.60,222.77,242.21
Other operating income,64.61,73.67,194.48
Total operating income,"4,576.25","5,016.01","4,925.93"
Impairment charge/(reversal) for loans and other losses,103.52,849.83,254.68
Net operating income,"4,472.72","4,166.18","4,671.25"
Personnel expenses,"1,150.27","1,359.17","1,518.14"
Other operating expenses,630.40,684.95,689.33
Depreciation &Amortization,141.43,179.15,186.06
Operating Profit,"2,550.63","1,942.91","2,277.72"
Non operating income,1.18,4.03,45.83
Non operating expense,45.91,-,65.76
Profit before income tax,"2,505.89","1,946.94","2,257.78"
Income Tax Expense,,,
Current Tax,762.04,591.85,750.25
Deferred Tax,37.75,(4.39),60.99
Profit/Loss for the period,"1,706.10","1,359.48","1,446.55"
