0,1,2,3
25. Nepal Credit and Commerce Bank Ltd.,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"5,125.40","8,606.16","6,928.20"
Due from Nepal Rastra Bank,"6,893.48","8,472.93","8,491.31"
Placement with Bank and Financial Institutions,636.55,-,"1,609.88"
Derivative financial instruments,"1,040.84","1,192.39","1,506.03"
Other trading assets,-,-,-
Loan and advances to B/FIs,"2,382.57","2,797.52","3,735.16"
Loans and advances to customers,"60,850.93","65,021.93","94,582.17"
Investment securities,"8,875.73","7,502.69","13,885.83"
Current tax assets,-,120.42,9.42
Investment in subsidiaries,-,-,-
