0,1,2,3
1. Nepal Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalents,"4,971.64","6,528.39","6,391.60"
Due from Nepal Rastra Bank,"6,125.28","6,803.87","6,841.25"
Placement with Bank and Financial Institutions,"6,117.45","4,319.42",491.03
Derivative financial instruments,"6,590.49","8,516.61",491.91
Other trading assets,-,101.20,105.28
Loans and advances to B/FIs,"3,521.19","6,538.59","6,159.62"
Loans and advances to customers,"103,303.75","135,420.47","171,480.50"
Investment securities,"32,596.09","30,009.31","42,786.91"
Current tax assets,"1,580.92","1,642.24","1,950.39"
Investment in subsidiaries,-,-,-
Investment in associates,-,-,-
Investment property,103.11,111.03,108.55
Property and equipment,"12,008.02","12,240.08","13,243.16"
Goodwill and Intangible assets,39.45,45.84,35.44
Deferred tax assets,-,-,-
Other assets,"14,205.42","10,368.43","9,992.24"
,,,
Total Assets,"191,162.82","222,645.48","260,077.88"
,-,-,-
Liabilities,"161,131.83","189,430.33","224,614.26"
Due to Bank and Financial Institutions,"1,458.87",809.13,"1,090.68"
Due to Nepal Rastra Bank,23.92,"6,062.64","5,888.87"
Derivative Financial Instrument,"6,473.08","8,474.69",508.07
Deposits from customers,"141,530.38","162,813.38","196,076.15"
Borrowings,"1,000.00",-,"7,304.18"
Current Tax Liabilities,-,-,-
Provisions,56.84,80.22,65.97
Deferred tax liabilities,"3,825.76","4,435.21","4,269.15"
Other liabilities,"6,762.98","3,261.14","5,917.39"
Debt securities issued,-,"3,493.92","3,493.81"
Subordinated Liabilities,-,-,-
,,,
Equity,"30,030.99","33,215.15","35,463.61"
Share Capital,"11,282.82","12,636.76","14,405.90"
Share premium,"1,789.92",431.88,-
Retained earnings,"3,102.72","3,732.37","3,422.20"
Reserves,"13,855.54","16,414.13","17,635.51"
,,,
