0,1,2,3
5. Standard Chartered Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalent,"39,244.05","26,856.98","19,139.90"
Due from Nepal Rastra Bank,"1,985.45","2,236.48","2,380.23"
Placement with bank and financial institutions,"4,210.50",,"-              2,567.37"
Derivative financial instruments,41.75,0.27,22.00
Other trading assets,-,-,-
Loan and advances to B/FIs,"4,124.86","9,065.23","10,217.35"
Loans and advances to customers,"52,810.89","62,408.70","79,197.40"
Investment securities,"13,058.68","12,816.34","7,910.85"
Current tax assets,171.94,124.72,113.13
Investment in subsidiaries,-,-,-
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,187.15,277.10,612.94
Goodwill and Intangible assets,-,-,-
Deferred tax assets,36.49,,-                   51.17
Other assets,566.51,952.94,"1,143.36"
,,,
Total Assets,"116,438.27","114,738.76","123,355.71"
,,,
