0,1,2,3
Net operating income,"8,184.50","8,870.67","8,926.18"
Personnel expenses,"2,685.02","2,852.24","2,977.90"
Other operating expenses,827.86,917.44,985.63
Depreciation & Amortization,405.07,448.01,478.15
Operating Profit,"4,266.55","4,652.98","4,484.50"
Non operating income,8.61,13.47,11.26
Non operating expense,16.69,101.19,20.00
Profit before income tax,"4,258.47","4,565.26","4,475.77"
Income Tax Expense,,-,-
Current Tax,"1,396.82","1,412.44","1,428.50"
Deferred Tax,(40.81),(13.95),(32.76)
Profit/Loss for the period,"2,902.46","3,166.77","3,080.03"
