0,1,2,3
Investment in subsidiaries,-,-,-
Investment in associates,"2,736.95","3,191.49","3,705.89"
Investment property,198.11,205.74,264.23
Property and equipment,"13,363.62","13,302.87","13,502.11"
Goodwill and Intangible assets,31.84,22.25,23.57
Deferred tax assets,-,-,-
Other assets,"9,088.17","8,946.77","8,483.29"
Total Assets,"296,735.60","340,353.23","398,641.67"
Liabilities,"260,212.93","304,717.54","361,025.01"
Due to Bank and Financial Institutions,"1,275.44",476.58,"4,782.51"
Due to Nepal Ratsra Bank,70.00,-,-
Derivative Financial Instrument,8.54,"3,321.66","6,617.86"
Deposits from customers,"244,514.00","283,083.75","332,092.37"
Borrowings,262.30,-,-
Current Tax Liabilities,-,-,-
Provisions,247.90,142.24,138.80
Deferred tax liabilities,"4,082.58","4,039.29","3,409.25"
Other liabilities,"6,257.81","10,159.09","10,488.64"
Debt securities issued,"3,494.35","3,494.94","3,495.58"
Subordinated Liabilities,-,-,-
Equity,"36,522.67","35,635.69","37,616.66"
Share Capital,"14,694.02","14,694.02","14,694.02"
Share premium,-,-,-
Retained earnings,0.39,(965.07),"(1,418.55)"
Reserves,"21,828.26","21,906.74","24,341.19"
Total Liabilities and Equity,"296,735.60","340,353.23","398,641.67"
