0,1,2,3
9. Everest Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"10,065.42","7,759.12","9,646.95"
Due from Nepal Rastra Bank,"18,938.75","23,304.57","19,972.67"
Placement with Bank and Financial Institutions,"3,291.00",548.50,"3,125.20"
Derivative financial instruments,-,"1,486.22",14.54
Other trading assets,-,-,-
Loan and advances to B/FIs,"4,254.68","7,362.98","6,857.50"
Loans and advances to customers,"89,927.57","104,644.20","112,195.37"
Investment securities,"15,292.31","21,434.20","28,813.51"
Current tax assets,10.92,75.09,234.11
Investment in subsidiaries,-,-,-
Investment in associates,259.67,314.44,368.84
Investment property,2.20,21.04,21.04
Property and equipment,"1,862.23","2,116.00","2,093.44"
Goodwill and Intangible assets,12.93,37.77,45.15
