0,1,2,3
5. Standard Chartered Bank Nepal Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"22,048.33","12,626.99","39,248.55"
Due from Nepal Rastra Bank,"3,982.46","2,454.91","1,980.95"
Placement with Bank and Financial Institutions,"4,831.20","9,902.70","4,210.50"
Derivative financial instruments,9.21,43.34,40.58
Other trading assets,-,-,-
Loan and advances to B/FIs,"2,134.85","2,541.47","3,010.90"
Loans and advances to customers,"44,561.33","53,092.12","53,911.29"
Investment securities,"4,660.99","11,535.16","13,061.72"
Current tax assets,936.87,50.08,173.88
Investment in subsidiaries,-,-,-
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,115.90,147.74,175.51
Goodwill and Intangible assets,-,-,-
Deferred tax assets,75.55,71.80,35.17
Other assets,674.87,797.90,585.01
TOTAL ASSETS,"84,031.55","93,264.18","116,434.05"
Due to Bank and Financial Instituions,326.71,505.84,799.71
Due to Nepal Rastra Bank,-,-,-
Derivative financial instruments,-,-,-
Deposits from customers,"67,061.05","75,731.53","98,467.60"
Borrowing,-,-,-
Current Tax Liabilities,976.57,-,-
Provisions,120.68,42.38,36.62
Deferred tax liabilities,-,-,-
Other liabilities,"1,621.05","2,057.37","2,028.55"
Debt securities issued,-,-,-
