0,1,2,3
19. NMB Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"5,183.94","8,096.35","11,101.11"
Due from Nepal Rastra Bank,"6,840.51","10,829.18","15,250.10"
Placement with Bank and Financial Institutions,276.41,"2,172.97","3,304.24"
Derivative financial instruments,"7,506.75","8,595.48","10,066.30"
Other trading assets,321.72,340.39,266.89
Loan and advances to B/FIs,"2,497.57","3,317.96","4,641.00"
Loans and advances to customers,"72,711.77","88,485.03","115,703.26"
Investment securities,"9,448.45","10,316.35","14,998.76"
Current tax assets,763.88,-,55.89
Investment in subsidiaries,248.55,248.55,372.49
Investment in associates,-,-,-
Investment property,59.77,102.92,79.65
Property and equipment,"1,559.57","1,577.90","1,758.44"
Goodwill and Intangible assets,22.05,115.42,122.87
Deferred tax assets,66.87,70.04,270.79
Other assets,"4,883.61","1,201.87","1,431.60"
TOTAL ASSETS,"112,391.43","135,470.41","179,423.37"
Due to Bank and Financial Institutions,"1,036.27",624.36,"3,150.01"
Due to Nepal Rastra Bank,660.07,"3,203.52","4,832.50"
Derivative financial instruments,"7,477.48","8,458.37","10,008.21"
Deposits from customers,"83,970.87","97,892.30","131,660.37"
