0,1,2,3
26. Mega Bank Nepal Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,3694.12,6604.22,8109.86
Due from Nepal Rastra Bank,1978.98,5349.40,2964.97
Placement with Bank and Financial Institutions,342.56,883.61,739.54
Derivative financial instruments,1976.31,3284.58,1057.62
Other trading assets,0.00,0.00,0
Loan and advances to B/FIs,761.90,1591.79,2675.25
Loans and advances to customers,34294.58,55528.64,69861.33
Investment securities,3856.72,7068.83,11496.08
Current tax assets,0.02,22.06,50.53
Investment in subsidiaries,0.00,200.00,200
Investment in associates,0.00,0.00,13.6
Investment property,58.70,243.94,201.48
Property and equipment,293.28,673.14,734.92
Goodwill and Intangible assets,8.84,25.95,53.97
Deferred tax assets,0.00,0.00,78.19
Other assets,477.23,588.80,528.42
TOTAL ASSETS,47743.25,82064.95,98765.76
Due to Bank and Financial Institutions,0.00,986.65,3858.04
Due to Nepal Rastra Bank,0.00,603.57,731.8
Derivative financial instruments,1954.12,3258.18,973.92
Deposits from customers,39389.30,63499.00,78684.86
Borrowing,0.00,0.00,0
Current Tax Liabilities,0.00,0.00,0
Provisions,11.64,11.49,0
Deferred tax liabilities,11.64,73.53,0
