0,1,2,3
3. Consolidated Financials of Commercial Banks,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and cash equivalent,"299,302.44","289,472.52","342,422.91"
Due from Nepal Rastra Bank,"203,554.30","288,706.17","359,740.13"
Placement with Bank and Financial Institutions,"35,286.15","72,564.05","80,278.71"
Derivative financial instruments,"10,602.87","23,194.84","38,275.92"
Other trading assets,"2,876.20","2,646.09","2,288.69"
Loan and advances to B/FIs,"167,025.00","161,676.96","165,446.05"
Loans and advances to customers,"3,880,417.80","4,103,890.08","4,326,408.96"
Investment securities,"852,939.24","973,467.64","1,286,818.10"
Current tax assets,"15,183.03","16,212.83","10,649.95"
Investment in subsidiaries,"6,017.22","10,582.08","7,141.00"
Investment in associates,"3,837.53","8,115.01","15,585.90"
Investment property,"8,632.71","15,481.96","30,358.30"
Property and equipment,"74,565.51","108,085.67","113,781.90"
Goodwill and Intangible assets,"3,314.13","5,892.73","5,817.95"
Deferred tax assets,"1,957.48","3,245.53","5,532.07"
Other assets,"85,159.44","97,274.19","104,927.86"
TOTAL ASSETS,"5,650,671.05","6,180,508.36","6,895,474.41"
Liabilities,"5,056,710.86","5,518,783.21","6,204,033.55"
Due to Bank and Financial Institutions,"113,308.98","102,271.43","100,036.55"
Due to Nepal Rastra Bank,"223,804.46","6,776.54","7,444.65"
Derivative financial instruments,"10,664.70","23,341.64","38,238.53"
Deposits from customers,"4,352,516.33","5,004,420.87","5,665,750.48"
Borrowing,"72,801.38","66,022.65","51,850.36"
Current Tax Liabilities,"2,239.06","3,270.45",98.44
Provisions,602.45,710.64,624.11
Deferred tax liabilities,"8,529.76","15,124.12","14,829.65"
Other liabilities,"142,640.44","140,969.78","154,877.06"
Debt securities issued,"129,603.30","155,875.08","170,283.71"
Subordinated Liabilities,-,-,-
Equity,"593,984.20","661,725.14","691,440.86"
Share capital,"346,471.45","369,857.33","379,020.46"
Share premium,566.18,269.35,269.35
Retained earnings,"45,731.01","16,240.95","(9,366.32)"
Reserves,"201,215.55","275,357.51","321,517.36"
Total Liabilities and Equity,"5,650,671.05","6,180,508.36","6,895,474.41"
,,,
STATEMENT OF PROFIT OR LOSS,2021-22,2022-23,2023-24
Interest Income,"438,747.76","551,410.84","589,991.37"
Interest Expenses,"285,853.50","366,119.35","396,493.32"
Net Interest Income,"152,894.26","185,291.49","193,498.04"
Fee and commission income,"32,078.73","33,128.24","38,134.01"
Fee and commission expense,"4,940.14","5,827.42","6,528.84"
