0,1,2,3
11. Nepal Credit and Commerce Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"3,461.98","5,125.40","8,606.16"
Due from Nepal Rastra Bank,"4,826.76","6,893.48","8,472.93"
Placement with Bank and Financial Institutions,,636.55,-
Derivative financial instruments,,"1,040.84","1,192.39"
Other trading assets,,-,-
Loan and advances to B/FIs,"55,318.63","2,382.57","2,797.81"
Loans and advances to customers,,"60,850.93","65,107.49"
Investment securities,"8,812.27","8,875.73","7,498.36"
