0,1,2,3
1. Nepal Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"10,418.97","4,971.64","6,528.39"
Due from Nepal Rastra Bank,"10,178.32","6,125.28","6,803.87"
Placement with Bank and Financial Institutions,"5,427.68","6,117.45","4,319.42"
Derivative financial instruments,"5,594.62","6,590.49","8,516.61"
Other trading assets,-,,-                  101.20
Loan and advances to B/FIs,"3,303.28","3,521.19","6,538.59"
Loans and advances to customers,"92,421.64","103,303.75","135,420.47"
Investment securities,"16,425.73","32,596.09","30,009.31"
Current tax assets,991.50,"1,580.92","1,642.24"
Investment in subsidiaries,-,-,-
Investment in associates,-,-,-
Investment property,113.31,103.11,111.03
Property and equipment,"11,828.22","12,008.02","12,240.08"
Goodwill and Intangible assets,25.99,39.45,45.84
Deferred tax assets,-,-,-
Other assets,"14,786.38","14,205.42","10,368.43"
TOTAL ASSETS,"171,515.65","191,162.82","222,645.48"
,,-,-
Liabilities,"142,234.31","161,131.83","189,430.33"
Due to Bank and Financial Institutions,"1,074.50","1,458.87",809.13
Due to Nepal Rastra Bank,41.84,23.92,"6,062.64"
Derivative financial instruments,"5,504.43","6,473.08","8,474.69"
Deposits from customers,"117,200.79","141,530.38","162,813.38"
Borrowing,950.00,"1,000.00",-
Current Tax Liabilities,-,-,-
Provisions,131.44,56.84,80.22
Deferred tax liabilities,"3,650.97","3,825.76","4,435.21"
Other liabilities,"13,680.34","6,762.98","3,261.14"
Debt securities issued,-,,"-               3,493.92"
Subordinated Liabilities,-,-,-
Equity,"29,281.33","30,030.99","33,215.15"
Share capital,"9,811.15","11,282.82","12,636.76"
Share premium,"3,262.81","1,789.92",431.88
Retained earnings,"2,895.69","3,102.72","3,732.37"
Reserves,"13,311.68","13,855.54","16,414.13"
TOTAL EQUITY AND LIABILITIES,"171,515.65","191,162.82","222,645.48"
