0,1,2,3
Net trading income,328.09,297.13,213.94
Other operating income,163.02,390.18,311.21
Total operating income,"5,139.82","7,079.04","6,798.51"
Impairment charge/(reversal) for loans and other losses,806.44,820.93,485.37
Net operating income,"4,333.38","6,258.11","6,313.14"
Personnel expenses,"1,260.16","1,858.64","2,148.40"
Other operating expenses,692.33,879.01,848.05
Depreciation &Amortization,145.61,231.83,224.20
Operating Profit,"2,235.28","3,288.63","3,092.49"
Non-operating income,17.53,39.30,17.72
Non-operating expense,8.15,44.54,124.21
Profit before income tax,"2,244.66","3,283.39","2,986.00"
Income Tax Expense,,,886.51
Current Tax,669.78,"1,010.97",929.13
Deferred Tax,(11.33),(53.00),(42.62)
Profit for the Period,"1,586.21","2,325.43","2,099.48"
