0,1,2,3
Derivative financial instruments,0.00,0.00,-
Deposits from customers,99515.34,104216.46,"118,884.92"
Borrowing,464.46,360.45,60.92
Current Tax Liabilities,0.00,156.23,-
Provisions,0.00,0.00,-
Deferred tax liabilities,26.53,139.36,113.54
Other liabilities,3265.12,2881.77,"3,528.83"
Debt securities issued,920.00,460.00,-
Subordinated Liabilities,0.00,0.00,-
Equity,,,
Share capital,540.83,0.00,"14,448.24"
Share premium,3412.35,2598.64,-
Retained earnings,7120.76,9921.74,"3,422.04"
Reserves,0.00,0.00,"10,482.45"
TOTAL EQUITY AND LIABILITIES,128290.19,135419.61,"151,457.73"
Interest Income,11210.15,13603.75,"15,480.12"
Interest Expenses,4224.87,6966.29,"7,865.13"
Net Interest Income,6985.28,6637.47,"7,614.99"
Fee and commission income,939.21,949.77,"1,081.48"
Fee and commission expense,3.90,6.06,11.01
Net Fee and commission income,935.31,943.71,"1,070.47"
"Net Interest, Fee and commission income",7920.59,7581.18,"8,685.46"
Net trading income,137.77,188.13,318.87
Other operating income,507.41,45.98,18.90
Total operating income,8565.77,7815.28,"9,023.23"
Impairment charge/(reversal) for loans and other losses,636.67,-822.35,(289.85)
Net operating income,7929.10,8637.64,"9,313.08"
Personnel expenses,3210.42,3060.56,"2,928.86"
Other operating expenses,686.72,712.32,876.31
Depreciation & Amortisation,153.78,131.93,166.19
Operating Profit,3878.18,4732.83,"5,341.72"
Non operating income,269.94,235.83,382.28
Non operating expense,3.40,4.32,-
Profit before income tax,4144.72,4964.33,"5,723.99"
Income Tax Expense,1171.44,1522.01,"1,532.41"
Current Tax,1188.03,1500.23,"1,565.73"
Deferred Tax,-16.59,21.78,(33.32)
Profit/Loss for the period,2973.28,3442.32,"4,191.59"
