0,1,2,3
14. Siddhartha Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"11,554.08","22,739.73","30,739.76"
Due from Nepal Rastra Bank,"9,000.71","9,453.75","14,875.80"
Placement with Bank and Financial Institutions,"5,011.35","6,562.12","7,405.23"
Derivative financial instruments,17.32,4.98,16.00
Other trading assets,-,19.00,0.20
Loan and advances to B/FIs,"5,170.77","5,767.82","8,098.10"
Loans and advances to customers,"184,009.57","195,473.38","214,456.49"
Investment securities,"62,480.48","47,978.96","54,719.36"
Current tax assets,263.76,51.00,222.83
