0,1,2,3
Other assets,"4,189.34","5,884.02","3,908.98"
TOTAL ASSETS,"133,906.16","167,517.30","215,513.53"
,,,-
Liabilities,"119,339.59","152,129.53","198,402.26"
Due to Bank and Financial Institutions,-,"8,280.43","5,591.19"
Due to Nepal Rastra Bank,801.79,"4,794.41","11,261.51"
Derivative financial instruments,-,"5,311.76","6,082.41"
Deposits from customers,"112,393.45","128,740.77","164,850.50"
Borrowing,"1,100.40",-,-
Current Tax Liabilities,-,-,-
Provisions,23.33,23.32,23.32
Deferred tax liabilities,417.76,-,-
Other liabilities,"4,602.86","3,980.52","4,956.25"
Debt securities issued,-,998.32,"5,637.07"
Subordinated Liabilities,-,-,-
Equity,"14,566.58","15,387.77","17,111.27"
Share capital,"8,892.68","10,315.51","11,347.06"
Share premium,-,-,-
Retained earnings,"1,795.54","1,216.50","1,599.39"
Reserves,"3,878.37","3,855.76","4,164.83"
TOTAL EQUITY AND LIABILITIES,"133,906.16","167,517.30","215,513.53"
,,,-
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"10,934.93","11,797.45","12,899.28"
Interest Expenses,"6,365.00","7,276.49","7,875.97"
Net Interest Income,"4,569.32","4,520.96","5,023.30"
Fee and commission income,731.92,926.17,"1,140.53"
Fee and commission expense,72.38,104.58,120.30
Net Fee and commission income,659.55,821.59,"1,020.24"
"Net Interest, Fee and commission income","5,228.87","5,342.55","6,043.54"
Net trading income,366.92,393.48,507.23
Other operating income,197.66,94.75,163.30
Total operating income,"5,793.45","5,830.77","6,714.07"
Impairment charge/(reversal) for loans and other losses,84.44,536.66,115.97
Net operating income,"5,877.89","5,294.12","6,598.10"
Personnel expenses,"1,789.21","2,156.70","2,509.06"
Other operating expenses,994.46,"1,058.20","1,185.56"
Depreciation & Amortization,226.52,273.89,300.21
Operating Profit,"2,867.69","1,805.32","2,603.28"
Non operating income,8.71,4.45,47.09
Non operating expense,167.32,48.02,194.36
Profit before income tax,"2,709.09","1,761.75","2,456.01"
Income Tax Expense,,-,
Current Tax,622.95,594.87,895.32
Deferred Tax,35.58,(27.32),(160.19)
Profit/Loss for the period,"2,050.56","1,194.20","1,720.87"
