0,1,2,3
Share Capital,"8,415.47","9,034.43","9,553.91"
Share premium,34.37,-,-
Retained earnings,926.59,551.80,511.65
Reserves,"1,189.11","1,324.66","1,791.67"
,,,
Total Liabilities and Equity,"83,088.59","111,628.20","120,840.68"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"7,845.89","7,608.42","10,140.06"
Interest Expense,"5,150.65","5,176.09","6,950.47"
Net Interest Income,"2,695.24","2,432.33","3,189.59"
Fee and commission income,274.27,413.97,516.93
Fee and commission expense,25.40,35.80,57.98
Net Fee and commission income,248.87,378.17,458.95
"Net Interest, Fee and commission income","2,944.11","2,810.50","3,648.55"
Net trading income,174.50,176.56,111.51
Other operating income,54.74,67.03,102.64
Total operating income,"3,173.35","3,054.09","3,862.70"
Impairment (Charge)/ Reversal for Loans and Other Losses,422.71,638.57,440.97
Net operating income,"2,750.65","2,415.52","3,421.72"
Personnel expenses,902.91,940.52,"1,203.69"
Other operating expenses,490.88,523.02,463.43
Depreciation &Amortization,141.17,146.54,314.29
Operating Profit,"1,215.69",805.43,"1,440.32"
Non-operating income,41.43,53.12,89.78
Non-operating expense,5.57,15.65,69.02
Profit before income tax,"1,251.56",842.90,"1,461.09"
Income Tax Expense,,,-
Current Tax,440.10,285.29,490.41
Deferred Tax,6.93,(71.71),(46.00)
Profit for the Period,804.53,629.32,"1,016.67"
