0,1,2,3
Impairment charges/(reversal) for Loans and Other losses,"4,868.93","5,265.95","3,756.04"
Net operating income,"6,709.81","7,876.07","8,765.52"
Personnel expenses,"2,065.44","3,010.70","3,418.46"
Other operating expenses,"1,076.99","1,266.46","1,247.46"
Depreciation &Amortization,484.46,713.47,662.15
Operating Profit,"3,082.92","2,885.44","3,437.45"
Non operating income,7.18,10.42,13.22
Non operating expense,"1,070.45","1,124.35","3,363.36"
Profit before income tax,"2,019.66","1,771.51",87.31
Income Tax Expense,-,-,
Current Tax,"1,482.06","2,148.04","1,709.56"
Deferred Tax,"(1,025.21)","(1,614.84)","(1,751.97)"
Profit for the year,"1,562.82","1,238.30",129.73
