0,1,2,3
18.  NMB Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"13,887.37","12,787.64","23,958.28"
Due from Nepal Rastra Bank,"19,218.51","13,747.31","15,059.50"
Placement with Bank and Financial Institutions,"2,717.15","3,782.29",755.85
Derivative financial instruments,"17,161.39","5,293.77","10,850.08"
Other trading assets,2.66,-,24.75
Loans and advances to BFIs,"5,194.47","5,920.09","7,116.53"
Loans and advances to customers,"151,014.12","174,948.36","189,035.40"
Investment securities,"17,453.56","31,724.85","32,374.91"
Current tax assets,92.75,55.33,44.95
Investment in subsidiaries,372.49,372.49,772.49
Investment in associates,-,-,-
Investment property,97.94,295.16,697.71
Property and equipment,"1,741.91","1,764.13","1,752.80"
Goodwill and Intangible assets,112.54,226.51,178.69
Deferred tax assets,249.01,338.96,448.41
Other assets,"2,230.98","3,893.71","4,706.80"
Total Assets,"231,546.86","255,150.61","287,777.14"
,,,
Liabilities,"207,603.08","228,279.65","259,342.72"
Due to Bank and Financial Institutions,"1,964.52","2,082.44","2,737.26"
Due to Nepal Rastra Bank,"7,597.98","8,996.37","3,285.99"
Derivative Financial Instrument,"17,127.04","5,351.10","11,060.34"
Deposits from customers,"164,489.29","184,817.11","210,304.69"
Borrowings,"7,443.81","12,997.40","14,814.90"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,-,-,-
Other liabilities,"3,686.46","5,907.39","5,227.60"
Debt securities issued,"5,293.99","8,127.85","11,911.94"
Subordinated Liabilities,-,-,-
,,,
Equity,"23,943.77","26,870.96","28,434.42"
Share Capital,"16,325.96","18,366.71","18,366.71"
Share premium,-,-,-
